# 별바라기 혜성 자료 파일
#
# 수정 내용을 반영하려면, 파일을 저장한 후 혜성 다이로그를 닫았다가 다시 띄우십시오.
# '#'으로 시작하는 줄은 프로그램에서 인식하지 않습니다.
# 각 항목을 '|'를 구분자로 사용하여 입력하십시오.
# 순서를 바꾸면 프로그램에서도 바뀐 순서로 나옵니다.
# 중요한 것을 앞쪽에 놓으면 편리합니다.    58 270
# 혜성의 이름은 39자까지 인식되며, 그 뒤는 무시됩니다.
#                                                                                근일점이각      승교점                            
#     이름                              분점        근일점           q         e        w         Node       i       k              ref
#1P/Halley                              |2000|19860205.5244 | 0.585978 |0.967142 |111.3324 |58.42008 | 162.262 |11.5 |15.0 | MPC 29882
#
C/2010 G1 (Boattini)                   |2000|20100331.7268 | 1.213342 |0.997545 |168.7322 |287.7048 | 78.0326 |12.5 |10.0 | MPC 70816
C/2010 G2 (Hill)                       |2000|20110903.0598 | 1.966230 |0.978764 |137.3032 |247.0567 |103.7519 | 8.0 |10.0 | MPC 83142
C/2010 G3 (WISE)                       |2000|20100407.0902 | 4.924122 |0.995276 | 75.2551 |313.8042 |108.4119 | 8.5 |10.0 | MPC 75292
C/2010 H1 (Garradd)                    |2000|20100621.1898 | 2.747848 |0.999561 |233.9005 |347.3163 | 36.4747 |13.0 |10.0 | MPC 82316
P/2010 H2 (Vales)                      |2000|20170909.6950 | 3.085572 |0.195526 |128.2917 | 64.2149 | 14.2725 | 6.0 |10.0 | MPC 72851
P/2010 H3 (SOHO)                       |2000|20210207.9163 | 0.044436 |0.985494 | 25.9430 | 77.3042 | 23.1975 |20.0 | 5.0 | MPC 70361
P/2010 H4 (Scotti)                     |2000|20270519.6935 | 4.821982 |0.268005 |179.5718 | 44.7534 |  2.3196 |10.5 |10.0 | MPC 73463
P/2010 H5 (Scotti)                     |2000|20290604.0310 | 6.052216 |0.154171 |175.3465 | 24.8110 | 14.0714 |13.0 | 5.0 | MPC 74637
C/2010 J1 (Boattini)                   |2000|20100131.6867 | 1.708219 |0.952711 |332.9141 |254.5395 |134.5184 |12.0 |10.0 | MPC 71278
C/2010 J2 (McNaught)                   |2000|20100530.6498 | 3.386855 |0.997456 |  4.4190 |311.6935 |125.9868 | 9.0 |10.0 | MPC 75712
P/2010 J3 (McMillan)                   |2000|20100830.1425 | 2.443134 |0.727557 |157.5668 |106.4041 | 13.2911 |11.0 |10.0 | MPC 98558
P/2010 JC81 (WISE)                     |2000|20110418.5730 | 1.814123 |0.776389 | 12.4575 | 30.8374 | 38.6872 | 9.0 |10.0 | MPC 84315
C/2010 KW7 (WISE)                      |2000|20101014.1023 | 2.566593 |0.973897 |332.7109 |105.1825 |147.0300 |15.0 | 5.0 | MPC 74248
C/2010 L3 (Catalina)                   |2000|20101109.1163 | 9.913675 |0.999636 |121.9476 | 38.2893 |102.5158 | 4.5 |10.0 | MPC 83518
C/2010 L4 (WISE)                       |2000|20100224.1804 | 2.812661 |0.964481 | 95.5906 |125.3302 |102.6942 |11.5 |10.0 | MPC112389
C/2010 L5 (WISE)                       |2000|20100415.2185 | 0.790197 |0.901539 |214.4418 |206.4974 |146.9805 |18.0 |10.0 | MPC 74248
C/2010 M1 (Gibbs)                      |2000|20101208.7002 | 8.000919 |0.992615 |167.4741 | 66.4465 |116.4579 | 9.0 |10.0 | MPEC 2020-H67
C/2010 R1 (LINEAR)                     |2000|20120517.6516 | 5.650661 |1.000274 |114.7913 |343.7439 |156.9577 | 6.0 |10.0 | MPC 88325
C/2010 S1 (LINEAR)                     |2000|20130516.8005 | 5.899521 |0.999826 |118.4730 | 93.4065 |125.2833 | 3.5 |10.0 | MPEC 2019-J142
P/2010 T2 (PANSTARRS)                  |2000|20240329.2162 | 3.730479 |0.321700 |354.0102 | 59.2132 |  7.9405 |11.5 |10.0 | MPC 74248
P/2010 TO20 (LINEAR-Grauer)            |2000|20221119.8126 | 5.512080 |0.054153 |266.7571 | 43.3006 |  2.4795 | 9.0 |10.0 | MPC 98558
P/2010 U1 (Boattini)                   |2000|20260906.1987 | 4.901369 |0.247583 | 85.8601 |280.7221 |  8.2138 | 9.5 |10.0 | MPC 82316
C/2010 U3 (Boattini)                   |2000|20190226.1868 | 8.445230 |0.996850 | 88.0788 | 43.0453 | 55.5158 | 3.5 |10.0 | MPC119994
P/2010 UH55 (Spacewatch)               |2000|20280609.9417 | 2.900888 |0.563726 |225.1865 |233.0438 |  8.0519 |11.0 |10.0 | MPC 79021
P/2010 WK (LINEAR)                     |2000|20240723.0881 | 1.787522 |0.689612 | 41.0105 | 11.3104 | 11.3999 |14.5 | 5.0 | MPC 75009
C/2010 X1 (Elenin)                     |2000|20110911.5588 | 0.465344 |0.999035 |344.7579 |321.7326 |  1.8937 |10.0 |10.0 | MPC 76025
P/2011 A2 (Scotti)                     |2000|20211201.7407 | 1.554279 |0.499384 | 94.5507 | 54.6737 |  4.4753 |16.5 |10.0 | MPC 82317
C/2011 A3 (Gibbs)                      |2000|20111218.5994 | 2.334100 |0.997516 |141.2718 |124.6139 | 26.0932 |10.0 |10.0 | MPC 85831
C/2011 C1 (McNaught)                   |2000|20110420.6326 | 0.875988 |0.998415 | 85.8061 |191.0631 | 16.2819 |15.5 |10.0 | MPC 82317
P/2011 C2 (Gibbs)                      |2000|20120105.4870 | 5.418163 |0.269199 |161.0911 | 12.1203 | 10.8860 | 9.0 |10.0 | MPC 84021
C/2011 C3 (Gibbs)                      |2000|20110410.0266 | 1.517620 |0.995309 |206.8638 | 20.8418 | 49.4171 |17.0 |10.0 | MPC 75516
C/2011 F1 (LINEAR)                     |2000|20130109.3999 | 1.815260 |0.999651 |192.5593 | 84.9761 | 56.7851 | 5.0 |10.0 | MPC 89309
P/2011 FR143 (Lemmon)                  |2000|20290214.0489 | 3.760602 |0.451388 |350.1627 |190.9484 | 15.9936 |14.0 | 5.0 | MPC 79866
C/2011 G1 (McNaught)                   |2000|20110918.8678 | 2.155798 |1.001399 |355.2260 |153.2068 |162.1740 |12.0 |10.0 | MPC 80044
C/2011 J2 (LINEAR)                     |2000|20131225.9301 | 3.434627 |1.001365 | 85.2013 |163.9025 |122.7121 | 5.5 | 9.0 | MPC106343
C/2011 J3 (LINEAR)                     |2000|20110119.6014 | 1.451778 |0.925552 | 27.8102 | 21.5843 |114.5286 |15.0 |10.0 | MPC 75713
P/2011 JB15 (Spacewatch-Boattini)      |2000|20120124.3229 | 5.010630 |0.318430 |110.9350 |153.6087 | 19.1459 | 9.0 |10.0 | MPC 82317
C/2011 J2-B (LINEAR)                   |2000|20131225.8085 | 3.433829 |1.002125 | 85.1589 |163.8991 |122.7147 | 9.0 | 9.0 | MPEC 2015-K84
C/2011 J2-C (LINEAR)                   |2000|20131225.9009 | 3.433667 |1.002161 | 85.1760 |163.9042 |122.7100 |11.0 | 9.0 | unp
C/2011 K1 (Schwartz-Holvorcem)         |2000|20110419.1220 | 3.392879 |0.999541 |167.0443 | 70.5452 |122.6381 |12.0 |10.0 | MPC 75516
C/2011 KP36 (Spacewatch)               |2000|20160527.2754 | 4.878774 |0.874149 |180.6139 |173.3172 | 18.9829 | 2.0 |12.3 | MPEC 2020-AA5
C/2011 L1 (McNaught)                   |2000|20101216.5003 | 2.251878 |0.796125 |294.5967 |252.1122 | 65.4844 |11.0 |10.0 | MPC 83518
C/2011 L2 (McNaught)                   |2000|20111030.1274 | 1.950814 |0.999730 |257.0799 |131.5512 |104.5325 |12.5 |10.0 | MPC 78588
C/2011 L3 (McNaught)                   |2000|20110808.6567 | 1.923398 |0.997981 | 27.6231 |307.6953 | 87.4368 |12.5 |10.0 | MPC 77405
C/2011 L4 (PANSTARRS)                  |2000|20130308.7333 | 0.299229 |0.999884 |333.5410 | 66.0355 | 83.8486 | 5.3 | 9.8 | MPEC 2019-L24
C/2011 L6 (Boattini)                   |2000|20110118.4696 | 6.815730 |1.000076 |331.6266 |214.4661 |171.4440 | 9.0 |10.0 | MPC 82718
C/2011 M1 (LINEAR)                     |2000|20110905.1102 | 0.907807 |1.002354 |119.6678 |325.1520 | 70.1312 |12.0 |10.0 | MPC 75714
P/2011 N1 (ASH)                        |2000|20280104.6207 | 2.854580 |0.543359 |330.3490 | 77.6091 | 35.7055 |11.5 |10.0 | MPC 87913
C/2011 N2 (McNaught)                   |2000|20111021.0072 | 2.553188 |0.998763 |357.1061 |273.7813 | 33.7789 |11.5 |10.0 | MPC 76569
P/2011 NO1 (Elenin)                    |2000|20240115.7411 | 1.241877 |0.775110 |263.8471 |295.7887 | 15.2491 |15.0 |10.0 | MPC 75714
C/2011 O1 (LINEAR)                     |2000|20120819.2769 | 3.887053 |0.995160 |232.3519 | 89.7687 | 76.6563 | 7.0 |10.0 | MPC 87476
P/2011 P1 (McNaught)                   |2000|20100716.3190 | 5.031599 |0.326532 |348.8670 |  4.2439 |  5.6560 | 9.0 |10.0 | MPC 82318
C/2011 P2 (PANSTARRS)                  |2000|20100913.7421 | 6.120943 |0.370251 | 75.9898 |203.9697 |  9.0026 | 8.5 |10.0 | MPC107047
C/2011 Q1 (PANSTARRS)                  |2000|20110628.4462 | 6.765826 |0.997844 |135.7697 |142.1263 | 94.8244 | 9.5 |10.0 | MPC 79867
C/2011 Q2 (McNaught)                   |2000|20120119.8454 | 1.343277 |0.998445 | 34.7120 |287.1348 | 37.3805 |10.0 |10.0 | MPC 79342
P/2011 Q3 (McNaught)                   |2000|20220819.6008 | 2.324393 |0.532389 |310.9600 | 32.0242 |  6.0559 |13.5 |10.0 | MPC 77806
C/2011 Q4 (SWAN)                       |2000|20110919.0231 | 1.129177 |0.972833 |  1.9660 |251.9717 |147.9707 |12.5 |10.0 | MPC 79342
C/2011 R1 (McNaught)                   |2000|20121017.1403 | 2.097112 |0.999931 |308.9822 |221.3450 |116.1615 | 6.5 |10.0 | MPC 88325
P/2011 R3 (Novichonok-Gerke)           |2000|20220928.5993 | 3.483277 |0.271532 |224.9560 |189.7337 | 19.2439 |11.0 |10.0 | MPC 90269
P/2011 S1 (Gibbs)                      |2000|20140812.0903 | 6.873355 |0.199909 |192.5807 |218.9202 |  2.6833 | 8.0 |10.0 | MPC 98558
C/2011 S2 (Kowalski)                   |2000|20111022.2109 | 1.129370 |0.931127 |192.3451 |288.0932 | 17.4943 |15.5 |10.0 | MPC 80897
P/2011 U2 (Bressi)                     |2000|20230727.8357 | 4.264191 |0.132628 |152.7949 |263.5548 |  9.9667 |10.0 |10.0 | MPC115880
C/2011 U3 (PANSTARRS)                  |2000|20120601.0507 | 1.083332 |0.999487 |287.8608 |228.1935 |116.7128 |14.0 |10.0 | MPC 78186
P/2011 UA134 (Spacewatch-PANSTARRS)    |2000|20250219.3927 | 2.076680 |0.629301 | 32.4774 | 40.4410 | 10.4459 |17.5 |10.0 | MPC 79022
C/2011 UF305 (LINEAR)                  |2000|20120721.7214 | 2.138320 |0.999335 |121.9816 |297.7216 | 94.0561 | 9.0 |10.0 | MPC 88325
P/2011 V1 (Boattini)                   |2000|20181002.0626 | 1.731914 |0.550621 |269.2176 | 46.8597 |  7.3780 |15.5 |10.0 | MPC 77406
P/2011 W1 (PANSTARRS)                  |2000|20220207.7806 | 3.322931 |0.286886 |282.7279 |161.7902 |  3.7186 |11.5 |10.0 | MPC 82718
C/2011 W3 (Lovejoy)                    |2000|20111215.5225 | 0.006737 |0.999906 | 57.1229 |331.1397 |136.8192 |14.5 |10.0 | MPC 77807
P/2011 Y2 (Boattini)                   |2000|20271008.5380 | 1.814729 |0.709162 |131.9517 |309.3688 |  6.3714 |15.0 |10.0 | MPC 79342
C/2011 Y3 (Boattini)                   |2000|20110816.2764 | 3.504189 |0.701549 |340.4572 | 84.9044 | 26.5020 | 8.0 |10.0 | MPC 79342
C/2012 A1 (PANSTARRS)                  |2000|20131203.0784 | 7.594861 |1.001447 |192.0051 |278.0691 |120.9333 | 6.0 |10.0 | MPC 93583
C/2012 A2 (LINEAR)                     |2000|20121106.8567 | 3.521900 |0.996987 |101.5463 |191.3638 |125.8520 | 8.5 |10.0 | MPC 91611
P/2012 A3 (SOHO)                       |2000|20200506.7115 | 0.594683 |0.770098 |219.6698 |174.7135 | 11.0231 |17.0 |10.0 | MPC 80898
P/2012 B1 (PANSTARRS)                  |2000|20130721.6846 | 3.849429 |0.410162 |162.6015 | 36.1928 |  7.6174 | 9.0 |10.0 | MPC 94669
C/2012 B3 (La Sagra)                   |2000|20111207.8093 | 3.546361 |1.000250 | 50.8530 |252.9671 |107.0872 |10.0 |10.0 | MPC 82719
C/2012 BJ98 (Lemmon)                   |2000|20120920.2261 | 2.170505 |0.874476 | 73.2571 |123.9528 |  2.6327 |12.5 |10.0 | MPC 83519
C/2012 C1 (McNaught)                   |2000|20130203.6996 | 4.837151 |0.997410 |279.8616 |300.5836 | 96.1555 | 7.5 |10.0 | MPC 89309
C/2012 C2 (Bruenjes)                   |2000|20120311.6653 | 0.791535 |1.002533 | 62.2458 |117.7684 |162.7053 |17.0 |10.0 | MPC 80898
P/2012 C3 (PANSTARRS)                  |2000|20111006.7469 | 3.605925 |0.630112 |344.9542 |135.3677 |  9.0920 |13.0 |10.0 | MPC  78590
C/2012 CH17 (MOSS)                     |2000|20120930.3869 | 1.288177 |0.999829 |138.1694 |125.6344 | 27.7853 |11.0 |10.0 | MPC 84022
C/2012 E1 (Hill)                       |2000|20110702.4627 | 7.521219 |0.994167 | 48.9104 |286.2358 |122.6332 | 6.5 |10.0 | MPC 84022
C/2012 E3 (PANSTARRS)                  |2000|20110508.6131 | 3.849716 |0.981208 |103.6342 |  5.5836 |105.6403 |10.0 |10.0 | MPC 82318
C/2012 F1 (Gibbs)                      |2000|20120219.5485 | 2.564585 |0.965215 |301.1527 |130.5425 |159.5760 |14.0 |10.0 | MPC 79868
P/2012 F2 (PANSTARRS)                  |2000|20130413.4149 | 2.891505 |0.543015 | 33.2266 |227.0696 | 14.7308 |12.0 |10.0 | MPC 84931
C/2012 F3 (PANSTARRS)                  |2000|20150407.6509 | 3.467138 |1.004509 |104.2854 |164.5328 | 11.3330 | 6.5 |10.0 | MPC107683
C/2012 F6 (Lemmon)                     |2000|20130324.8836 | 0.723890 |0.998212 |304.8461 |332.3549 | 82.6793 |10.0 |10.0 | MPC 90766
P/2012 G1 (PANSTARRS)                  |2000|20120601.4325 | 2.584166 |0.380722 |286.1149 |282.5440 | 11.6925 |15.0 |10.0 | MPC  79344
C/2012 H2 (McNaught)                   |2000|20120430.7921 | 1.734299 |0.892378 |296.0810 |184.2090 | 92.8010 |15.5 |10.0 | MPC 80046
C/2012 J1 (Catalina)                   |2000|20121206.5320 | 3.145337 |1.000531 |147.1604 |235.1449 | 34.0947 | 8.0 |10.0 | MPC109140
C/2012 K1 (PANSTARRS)                  |2000|20140828.2528 | 1.048407 |1.000395 |203.0542 |317.7939 |142.2822 | 5.1 | 9.1 | MPC103843
P/2012 K3 (Gibbs)                      |2000|20190817.4616 | 2.089267 |0.423501 |172.1207 |125.8093 | 13.1946 |15.0 |10.0 | MPC 80898
C/2012 K5 (LINEAR)                     |2000|20121128.5842 | 1.138504 |0.998179 |139.2583 |279.4021 | 92.7534 |12.0 |10.0 | MPC103843
C/2012 K6 (McNaught)                   |2000|20130520.8777 | 3.372000 |0.998469 |339.0899 |206.9585 |135.2125 | 8.5 |10.0 | MPC111766
C/2012 K8 (Lemmon)                     |2000|20140819.8275 | 6.469967 |0.999566 | 75.9325 |312.7671 |106.1775 | 6.0 |10.0 | MPC100577
C/2012 L1 (LINEAR)                     |2000|20121225.2123 | 2.253240 |0.995902 |140.0944 |271.9886 | 87.2282 |10.5 |10.0 | MPC 88326
C/2012 L2 (LINEAR)                     |2000|20130506.7517 | 1.516456 |0.996949 |205.8484 |270.3594 | 70.7934 |10.0 |10.0 | MPC 88326
C/2012 L3 (LINEAR)                     |2000|20120608.3489 | 3.055373 |0.989150 |107.0123 | 53.4232 |134.1308 |13.0 |10.0 | MPC 84023
C/2012 LP26 (Palomar)                  |2000|20150818.7598 | 6.543794 |1.003508 |145.3369 |153.9307 | 25.3446 | 6.5 |10.0 | MPC112389
P/2012 NJ (La Sagra)                   |2000|20120612.6935 | 1.289860 |0.847483 |338.3133 |315.5564 | 84.6445 |14.5 |10.0 | MPC 88326
P/2012 O1 (McNaught)                   |2000|20190302.3729 | 1.435311 |0.594498 |238.2050 | 91.9850 |  7.4334 |17.5 |10.0 | MPC 81470
P/2012 O2 (McNaught)                   |2000|20190506.0960 | 1.692119 |0.532833 |183.3799 |120.6789 | 24.4864 |17.0 |10.0 | MPC 80899
P/2012 O3 (McNaught)                   |2000|20220529.7914 | 1.616028 |0.646849 |344.6896 |336.4061 | 16.6123 |16.5 |10.0 | MPC 82720
C/2012 OP (Siding Spring)              |2000|20121203.0213 | 3.620292 |0.995131 |351.4293 |267.2207 |114.8591 |13.5 | 5.0 | MPC 84625
C/2012 Q1 (Kowalski)                   |2000|20120205.8376 | 9.462423 |0.637082 |139.0048 |184.3940 | 45.1968 | 4.0 |10.0 | MPEC 2019-J142
C/2012 S1 (ISON)                       |2000|20131128.9883 | 0.012473 |1.000255 |345.9560 |294.8215 | 64.7401 | 8.9 |10.0 | MPC 89726
P/2012 S2 (La Sagra)                   |2000|20211031.8540 | 1.362242 |0.691102 |312.5096 | 51.1928 |  8.6874 |17.0 |10.0 | MPC 82720
C/2012 S3 (PANSTARRS)                  |2000|20130829.7890 | 2.313433 |0.999438 |183.6831 |121.1635 |113.0531 |10.0 |10.0 | MPC 88327
C/2012 S4 (PANSTARRS)                  |2000|20130626.0314 | 4.336801 |0.998314 |163.3538 |173.0304 |126.5645 | 8.5 |10.0 | MPC 88327
P/2012 SB6 (Lemmon)                    |2000|20200619.4886 | 2.276846 |0.404792 | 14.3970 |  8.2099 | 10.9288 |14.0 |10.0 | MPC 82720
P/2012 T2 (PANSTARRS)                  |2000|20270117.6950 | 4.818439 |0.160431 |310.4392 | 73.7346 | 12.5549 |10.0 |10.0 | MPC 82320
P/2012 T3 (PANSTARRS)                  |2000|20270804.9732 | 2.355808 |0.617125 |195.4273 |114.4080 |  9.5687 |15.0 |10.0 | MPC 80900
C/2012 T4 (McNaught)                   |2000|20121012.5364 | 1.940415 |0.983829 |219.7098 | 99.4132 | 24.1909 |13.5 |10.0 | MPC 84023
C/2012 T5 (Bressi)                     |2000|20130224.1147 | 0.328754 |1.000458 |318.3523 |230.2694 | 72.2494 |13.0 |10.0 | MPC 84023
C/2012 T6 (Kowalski)                   |2000|20120823.1908 | 1.765707 |0.874124 |197.8648 |186.1036 | 33.3889 |15.0 |10.0 | MPC 82720
P/2012 TK8 (Tenagra)                   |2000|20211025.1970 | 2.997750 |0.274345 |127.8017 |288.9707 |  6.3406 |13.0 |10.0 | MPC 87914
C/2012 U1 (PANSTARRS)                  |2000|20140703.3933 | 5.273246 |0.995600 | 70.1748 | 26.9589 | 56.3710 | 7.5 |10.0 | MPC 95208
P/2012 U2 (PANSTARRS)                  |2000|20121107.5221 | 3.590220 |0.497493 |228.3541 |185.2635 | 10.7463 |12.5 |10.0 | MPC 82720
P/2012 US27 (Siding Spring)            |2000|20241022.9741 | 1.822229 |0.647274 |  0.8306 | 49.1684 | 39.3236 |13.5 |10.0 | MPC 84024
C/2012 V1 (PANSTARRS)                  |2000|20130718.4901 | 2.096542 |0.998059 |123.1705 | 85.2638 |157.8287 |12.0 |10.0 | MPC 84932
C/2012 V2 (LINEAR)                     |2000|20130812.8068 | 1.468368 |0.997054 |217.4615 |262.1666 | 67.1253 | 9.0 |10.0 | MPC 88695
P/2012 WA34 (Lemmon-PANSTARRS)         |2000|20230701.8584 | 3.142691 |0.341160 |352.8824 | 94.4928 |  6.1213 |13.5 |10.0 | MPC 82721
C/2012 X1 (LINEAR)                     |2000|20140222.1925 | 1.601076 |0.990366 |132.3235 |112.9100 | 44.3592 | 4.8 | 9.0 | MPC108592
C/2012 X2 (PANSTARRS)                  |2000|20130328.1123 | 4.765395 |0.766990 |215.7319 |271.0739 | 34.0949 | 9.0 |10.0 | MPC 88327
C/2012 Y1 (LINEAR)                     |2000|20130114.3515 | 2.031430 |0.945568 |269.0353 |193.1928 | 20.9182 |15.0 |10.0 | MPC 83521
C/2012 Y3 (McNaught)                   |2000|20120823.3214 | 1.768125 |0.936478 |235.6045 |122.7427 | 73.6828 |11.0 |10.0 | MPC 83521
C/2013 A1 (Siding Spring)              |2000|20141024.2008 | 1.405813 |0.999641 |  2.4657 |300.9202 |129.1160 | 8.2 | 6.0 | MPC103843
P/2013 A2 (Scotti)                     |2000|20210215.8354 | 2.189745 |0.454331 |134.5565 |355.8164 |  3.3614 |15.5 |10.0 | MPC 84024
P/2013 AL76 (Catalina)                 |2000|20121212.1674 | 2.039900 |0.686084 | 27.1383 |145.9434 |144.7963 |16.0 |10.0 | MPC 82721
C/2013 B2 (Catalina)                   |2000|20130629.4248 | 3.747148 |1.000241 |156.4728 |332.0687 | 43.4600 |11.0 |10.0 | MPC 87915
C/2013 C2 (Tenagra)                    |2000|20150913.8711 | 9.157543 |0.428179 |309.5446 |247.5295 | 21.3379 | 4.0 |10.0 | MPC115880
C/2013 D1 (Holvorcem)                  |2000|20130412.9095 | 2.475705 |0.781200 |252.9913 |294.8671 | 10.0620 |14.0 |10.0 | MPC 84024
C/2013 E1 (McNaught)                   |2000|20130617.9069 | 7.802704 |1.001797 |311.8589 |134.0826 |158.7500 | 5.5 |10.0 | MPC 90270
C/2013 E2 (Iwamoto)                    |2000|20130311.2212 | 1.403226 |0.993919 | 95.7768 |182.3596 | 21.8428 |11.5 |10.0 | MPC 88327
P/2013 EW90 (Tenagra)                  |2000|20210215.9127 | 3.313855 |0.194943 |346.3713 |160.2990 | 31.7866 |12.0 |10.0 | MPC 88695
C/2013 F1 (Boattini)                   |2000|20121129.5546 | 1.873762 |1.002055 | 92.1241 | 30.1124 | 79.6288 |13.0 |10.0 | MPC 84626
C/2013 F2 (Catalina)                   |2000|20130416.6694 | 6.232767 |0.992444 |123.0881 |344.3146 | 61.8333 | 7.0 |10.0 | MPC 88695
C/2013 F3 (McNaught)                   |2000|20130525.6484 | 2.256492 |0.996604 | 18.8086 |265.9990 | 85.5994 |12.0 |10.0 | MPC 84933
P/2013 G1 (Kowalski)                   |2000|20131213.6055 | 3.350385 |0.513413 | 51.3381 |221.4206 |  5.4698 |11.0 |10.0 | MPC 91612
C/2013 G2 (McNaught)                   |2000|20121204.6999 | 2.159225 |0.999835 |293.8894 |273.8980 | 95.8986 |11.5 |10.0 | MPC 84933
C/2013 G3 (PANSTARRS)                  |2000|20141116.6140 | 3.852831 |1.002813 | 76.5813 |208.0997 | 64.6236 | 9.0 |10.0 | MPC102950
P/2013 G4 (PANSTARRS)                  |2000|20220619.4729 | 2.619916 |0.409761 |214.7294 |339.6499 |  5.9161 |15.0 |10.0 | MPC 84025
C/2013 G5 (Catalina)                   |2000|20130902.4126 | 0.920422 |0.999866 |165.7050 |144.0008 | 40.7581 |14.0 |10.0 | MPC 84318
C/2013 G6 (Lemmon)                     |2000|20130726.4957 | 2.053165 |0.995182 |215.8142 | 44.5501 |124.1223 |13.5 |10.0 | MPC 87478
C/2013 G7 (McNaught)                   |2000|20140320.4719 | 4.687036 |0.998948 |218.4449 | 48.3629 |105.1048 | 7.5 |10.0 | MPC 95209
C/2013 G8 (PANSTARRS)                  |2000|20131115.6234 | 5.130907 |0.998299 | 80.0873 |240.9758 | 27.6475 | 8.5 |10.0 | MPC 95209
C/2013 G9 (Tenagra)                    |2000|20150117.2139 | 5.346204 |1.001945 |205.2507 | 35.7833 |146.2397 | 7.0 |10.0 | MPC100277
C/2013 H1 (La Sagra)                   |2000|20130520.0173 | 2.658769 |0.987131 |136.9171 | 84.7992 | 27.0692 |13.0 |10.0 | MPC 84933
C/2013 H2 (Boattini)                   |2000|20140125.3489 | 7.514929 |1.000064 | 36.1512 |262.6733 |128.3974 | 6.5 |10.0 | MPC 94670
P/2013 J2 (McNaught)                   |2000|20130826.2596 | 2.132665 |0.657333 | 37.7123 |289.4301 | 15.5362 |13.0 |10.0 | MPC 91613
C/2013 J3 (McNaught)                   |2000|20130221.4761 | 4.009685 |0.996446 |321.1696 |200.8032 |118.2156 |10.0 |10.0 | MPC 87916
P/2013 J4 (PANSTARRS)                  |2000|20131104.2199 | 1.903368 |0.230994 |118.7706 | 84.0011 |  5.0352 |14.0 |10.0 | MPC  87066
C/2013 J5 (Boattini)                   |2000|20121129.4052 | 4.926240 |0.997211 | 19.2836 |256.6811 |136.0355 |10.0 |10.0 | MPC 84319
C/2013 J6 (Catalina)                   |2000|20130407.8764 | 2.429360 |0.959314 |125.7835 | 68.2867 | 84.9915 |14.5 |10.0 | MPC 84627
C/2013 K1 (Christensen)                |2000|20130531.4160 | 0.940657 |0.987807 |171.3607 |125.6749 | 42.5386 |18.0 |10.0 | MPC 84319
C/2013 L2 (Catalina)                   |2000|20120509.2868 | 4.879663 |0.998898 |  1.8738 |285.7181 |106.8199 | 8.0 |10.0 | MPC 87916
P/2013 N3 (PANSTARRS)                  |2000|20140214.0380 | 3.009068 |0.592860 |323.8260 | 17.5127 |  2.1727 |13.0 |10.0 | MPC 86229
C/2013 N4 (Borisov)                    |2000|20130819.0423 | 1.219612 |0.974188 |142.2532 |322.7968 | 36.9898 |12.0 |10.0 | MPC 88328
P/2013 N5 (PANSTARRS)                  |2000|20130701.0983 | 1.825775 |0.731517 |176.8797 |187.1742 | 23.4060 |17.0 |10.0 | MPC 85834
P/2013 O2 (PANSTARRS)                  |2000|20210522.5628 | 2.096926 |0.446844 |214.2169 |207.1617 | 13.3169 |14.0 |10.0 | MPC 87479
C/2013 O3 (McNaught)                   |2000|20130908.7567 | 3.188416 |0.995292 |337.9666 |276.6032 |102.8402 |11.5 |10.0 | MPC 90767
P/2013 P1 (PANSTARRS)                  |2000|20130301.4821 | 3.373251 |0.606189 |138.0450 |160.6394 | 18.7175 |12.0 |10.0 | MPC 85834
C/2013 P2 (PANSTARRS)                  |2000|20140215.1988 | 2.846056 |0.996274 |105.0994 |  2.1354 |125.6693 |11.5 |10.0 | MPC 93584
C/2013 P3 (Palomar)                    |2000|20141120.4821 | 8.639387 |0.999501 |177.0073 |177.2110 | 93.8810 | 5.5 |10.0 | MPC111767
C/2013 P4 (PANSTARRS)                  |2000|20140809.6064 | 5.953261 |0.594124 |113.2668 |256.5944 |  4.2721 | 7.5 |10.0 | MPC 96865
C/2013 PE67 (Catalina-Spacewatch)      |2000|20131206.0121 | 1.877643 |0.963863 | 59.9901 |326.0010 |116.8120 |14.0 |10.0 | MPC 88696
C/2013 R1 (Lovejoy)                    |2000|20131220.9308 | 0.817792 |0.998228 | 67.3108 | 70.5766 | 63.8552 | 7.1 |14.1 | MPC102950
P/2013 R3 (Catalina-PANSTARRS)         |2000|20181206.5956 | 2.199832 |0.274942 | 11.1486 |342.0014 |  0.8653 |14.0 |10.0 | MPC 94671
C/2013 S1 (Catalina)                   |2000|20130802.2998 | 2.809985 |0.998348 |165.8258 |221.5744 | 83.9675 |13.0 |10.0 | MPC 86230
P/2013 T1 (PANSTARRS)                  |2000|20130731.1840 | 2.208521 |0.623288 |346.0650 | 10.0957 | 24.2633 |16.5 |10.0 | MPC 85835
P/2013 T2 (Schwartz)                   |2000|20191130.5489 | 1.740391 |0.501083 |345.4564 |  0.8230 |  9.4561 |16.0 |10.0 | MPC 86643
P/2013 TL117 (Lemmon)                  |2000|20201224.1912 | 1.121899 |0.689161 |112.2508 |  3.3153 |  9.3649 |17.5 |10.0 | MPC 88696
C/2013 TW5 (Spacewatch)                |2000|20140816.5238 | 5.842317 |0.977953 |190.4963 |319.7263 | 31.4025 | 7.5 |10.0 | MPC104789
